Fecha,Estacion,PM10,Latitud,Longitud
2022-12-08,Conselleria Meteo,61.0,39.483155093277645,-0.4065135440902669
2022-12-07,Conselleria Meteo,44.0,39.483155093277645,-0.4065135440902669
2022-12-06,Conselleria Meteo,41.0,39.483155093277645,-0.4065135440902669
2022-12-05,Conselleria Meteo,26.0,39.483155093277645,-0.4065135440902669
2022-12-04,Conselleria Meteo,25.0,39.483155093277645,-0.4065135440902669
2022-12-03,Conselleria Meteo,18.0,39.483155093277645,-0.4065135440902669
2022-12-02,Conselleria Meteo,12.0,39.483155093277645,-0.4065135440902669
2022-12-31,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-30,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-29,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-28,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-27,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-26,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-25,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-24,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-23,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-22,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-21,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-20,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-19,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-18,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-17,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-16,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-15,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-14,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-13,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-12,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-11,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-10,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-09,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-08,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-07,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-06,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-05,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-04,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-03,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-02,Moli del Sol,21.071860795947398,39.4457447154181,-0.33153047587977347
2022-12-31,Nazaret Meteo,26.0,39.3527902,-0.4016816
2022-12-30,Nazaret Meteo,26.0,39.3527902,-0.4016816
2022-12-29,Nazaret Meteo,27.0,39.3527902,-0.4016816
2022-12-28,Nazaret Meteo,49.0,39.3527902,-0.4016816
2022-12-27,Nazaret Meteo,35.0,39.3527902,-0.4016816
2022-12-26,Nazaret Meteo,40.0,39.3527902,-0.4016816
2022-12-25,Nazaret Meteo,16.0,39.3527902,-0.4016816
2022-12-24,Nazaret Meteo,18.0,39.3527902,-0.4016816
2022-12-23,Nazaret Meteo,9.0,39.3527902,-0.4016816
2022-12-22,Nazaret Meteo,9.0,39.3527902,-0.4016816
2022-12-21,Nazaret Meteo,10.0,39.3527902,-0.4016816
2022-12-20,Nazaret Meteo,30.0,39.3527902,-0.4016816
2022-12-19,Nazaret Meteo,29.0,39.3527902,-0.4016816
2022-12-18,Nazaret Meteo,25.0,39.3527902,-0.4016816
2022-12-17,Nazaret Meteo,20.0,39.3527902,-0.4016816
2022-12-16,Nazaret Meteo,10.0,39.3527902,-0.4016816
2022-12-15,Nazaret Meteo,8.0,39.3527902,-0.4016816
2022-12-14,Nazaret Meteo,12.0,39.3527902,-0.4016816
2022-12-13,Nazaret Meteo,7.0,39.3527902,-0.4016816
2022-12-12,Nazaret Meteo,25.0,39.3527902,-0.4016816
2022-12-11,Nazaret Meteo,12.0,39.3527902,-0.4016816
2022-12-10,Nazaret Meteo,7.0,39.3527902,-0.4016816
2022-12-09,Nazaret Meteo,14.0,39.3527902,-0.4016816
2022-12-08,Nazaret Meteo,57.0,39.3527902,-0.4016816
2022-12-07,Nazaret Meteo,53.0,39.3527902,-0.4016816
2022-12-06,Nazaret Meteo,38.0,39.3527902,-0.4016816
2022-12-05,Nazaret Meteo,28.0,39.3527902,-0.4016816
2022-12-04,Nazaret Meteo,25.0,39.3527902,-0.4016816
2022-12-03,Nazaret Meteo,23.0,39.3527902,-0.4016816
2022-12-02,Nazaret Meteo,17.0,39.3527902,-0.4016816
2022-12-31,Pista Silla,16.0,39.47995064506773,-0.34525116626397484
2022-12-30,Pista Silla,13.0,39.47995064506773,-0.34525116626397484
2022-12-29,Pista Silla,15.0,39.47995064506773,-0.34525116626397484
2022-12-28,Pista Silla,29.0,39.47995064506773,-0.34525116626397484
2022-12-27,Pista Silla,21.0,39.47995064506773,-0.34525116626397484
2022-12-26,Pista Silla,22.0,39.47995064506773,-0.34525116626397484
2022-12-25,Pista Silla,12.0,39.47995064506773,-0.34525116626397484
2022-12-24,Pista Silla,13.0,39.47995064506773,-0.34525116626397484
2022-12-23,Pista Silla,8.0,39.47995064506773,-0.34525116626397484
2022-12-22,Pista Silla,9.0,39.47995064506773,-0.34525116626397484
2022-12-21,Pista Silla,9.0,39.47995064506773,-0.34525116626397484
2022-12-20,Pista Silla,23.0,39.47995064506773,-0.34525116626397484
2022-12-19,Pista Silla,20.0,39.47995064506773,-0.34525116626397484
2022-12-18,Pista Silla,15.0,39.47995064506773,-0.34525116626397484
2022-12-17,Pista Silla,15.0,39.47995064506773,-0.34525116626397484
2022-12-16,Pista Silla,8.0,39.47995064506773,-0.34525116626397484
2022-12-15,Pista Silla,7.0,39.47995064506773,-0.34525116626397484
2022-12-14,Pista Silla,10.0,39.47995064506773,-0.34525116626397484
2022-12-13,Pista Silla,6.0,39.47995064506773,-0.34525116626397484
2022-12-12,Pista Silla,18.0,39.47995064506773,-0.34525116626397484
2022-12-11,Pista Silla,9.0,39.47995064506773,-0.34525116626397484
2022-12-10,Pista Silla,6.0,39.47995064506773,-0.34525116626397484
2022-12-09,Pista Silla,9.0,39.47995064506773,-0.34525116626397484
2022-12-08,Pista Silla,36.0,39.47995064506773,-0.34525116626397484
2022-12-07,Pista Silla,30.0,39.47995064506773,-0.34525116626397484
2022-12-06,Pista Silla,23.0,39.47995064506773,-0.34525116626397484
2022-12-05,Pista Silla,18.0,39.47995064506773,-0.34525116626397484
2022-12-04,Pista Silla,15.0,39.47995064506773,-0.34525116626397484
2022-12-03,Pista Silla,13.0,39.47995064506773,-0.34525116626397484
2022-12-02,Pista Silla,13.0,39.47995064506773,-0.34525116626397484
2022-12-31,Politecnico,19.0,39.44756186539401,-0.32699182007908345
2022-12-30,Politecnico,19.0,39.44756186539401,-0.32699182007908345
2022-12-29,Politecnico,21.0,39.44756186539401,-0.32699182007908345
2022-12-28,Politecnico,33.0,39.44756186539401,-0.32699182007908345
2022-12-27,Politecnico,24.0,39.44756186539401,-0.32699182007908345
2022-12-26,Politecnico,28.0,39.44756186539401,-0.32699182007908345
2022-12-25,Politecnico,11.0,39.44756186539401,-0.32699182007908345
2022-12-24,Politecnico,10.0,39.44756186539401,-0.32699182007908345
2022-12-23,Politecnico,9.0,39.44756186539401,-0.32699182007908345
2022-12-22,Politecnico,10.0,39.44756186539401,-0.32699182007908345
2022-12-21,Politecnico,11.0,39.44756186539401,-0.32699182007908345
2022-12-20,Politecnico,33.0,39.44756186539401,-0.32699182007908345
2022-12-19,Politecnico,21.0,39.44756186539401,-0.32699182007908345
2022-12-18,Politecnico,14.0,39.44756186539401,-0.32699182007908345
2022-12-17,Politecnico,14.0,39.44756186539401,-0.32699182007908345
2022-12-16,Politecnico,11.0,39.44756186539401,-0.32699182007908345
2022-12-15,Politecnico,9.0,39.44756186539401,-0.32699182007908345
2022-12-14,Politecnico,15.0,39.44756186539401,-0.32699182007908345
2022-12-13,Politecnico,7.0,39.44756186539401,-0.32699182007908345
2022-12-12,Politecnico,21.0,39.44756186539401,-0.32699182007908345
2022-12-11,Politecnico,7.0,39.44756186539401,-0.32699182007908345
2022-12-10,Politecnico,5.0,39.44756186539401,-0.32699182007908345
2022-12-09,Politecnico,12.0,39.44756186539401,-0.32699182007908345
2022-12-08,Politecnico,30.0,39.44756186539401,-0.32699182007908345
2022-12-07,Politecnico,28.0,39.44756186539401,-0.32699182007908345
2022-12-06,Politecnico,26.0,39.44756186539401,-0.32699182007908345
2022-12-05,Politecnico,23.0,39.44756186539401,-0.32699182007908345
2022-12-04,Politecnico,15.0,39.44756186539401,-0.32699182007908345
2022-12-03,Politecnico,13.0,39.44756186539401,-0.32699182007908345
2022-12-02,Politecnico,28.0,39.44756186539401,-0.32699182007908345
2018-12-31,Puerto Moll Trans. Ponent,26.2,39.44828298111987,-0.3166692528976624
2018-12-30,Puerto Moll Trans. Ponent,20.6,39.44828298111987,-0.3166692528976624
2018-12-29,Puerto Moll Trans. Ponent,24.0,39.44828298111987,-0.3166692528976624
2018-12-28,Puerto Moll Trans. Ponent,25.0,39.44828298111987,-0.3166692528976624
2018-12-27,Puerto Moll Trans. Ponent,35.6,39.44828298111987,-0.3166692528976624
2018-12-26,Puerto Moll Trans. Ponent,32.0,39.44828298111987,-0.3166692528976624
2018-12-25,Puerto Moll Trans. Ponent,20.2,39.44828298111987,-0.3166692528976624
2018-12-24,Puerto Moll Trans. Ponent,31.0,39.44828298111987,-0.3166692528976624
2018-12-23,Puerto Moll Trans. Ponent,21.2,39.44828298111987,-0.3166692528976624
2018-12-22,Puerto Moll Trans. Ponent,15.8,39.44828298111987,-0.3166692528976624
2018-12-21,Puerto Moll Trans. Ponent,22.3,39.44828298111987,-0.3166692528976624
2018-12-20,Puerto Moll Trans. Ponent,31.5,39.44828298111987,-0.3166692528976624
2018-12-19,Puerto Moll Trans. Ponent,22.2,39.44828298111987,-0.3166692528976624
2018-12-18,Puerto Moll Trans. Ponent,36.1,39.44828298111987,-0.3166692528976624
2018-12-17,Puerto Moll Trans. Ponent,31.6,39.44828298111987,-0.3166692528976624
2018-12-16,Puerto Moll Trans. Ponent,12.9,39.44828298111987,-0.3166692528976624
2018-12-15,Puerto Moll Trans. Ponent,23.5,39.44828298111987,-0.3166692528976624
2018-12-14,Puerto Moll Trans. Ponent,15.7,39.44828298111987,-0.3166692528976624
2018-12-13,Puerto Moll Trans. Ponent,19.9,39.44828298111987,-0.3166692528976624
2018-12-12,Puerto Moll Trans. Ponent,32.3,39.44828298111987,-0.3166692528976624
2018-12-11,Puerto Moll Trans. Ponent,48.1,39.44828298111987,-0.3166692528976624
2018-12-10,Puerto Moll Trans. Ponent,46.1,39.44828298111987,-0.3166692528976624
2018-12-09,Puerto Moll Trans. Ponent,22.3,39.44828298111987,-0.3166692528976624
2018-12-08,Puerto Moll Trans. Ponent,27.5,39.44828298111987,-0.3166692528976624
2018-12-07,Puerto Moll Trans. Ponent,37.4,39.44828298111987,-0.3166692528976624
2018-12-06,Puerto Moll Trans. Ponent,29.8,39.44828298111987,-0.3166692528976624
2018-12-05,Puerto Moll Trans. Ponent,53.9,39.44828298111987,-0.3166692528976624
2018-12-04,Puerto Moll Trans. Ponent,44.6,39.44828298111987,-0.3166692528976624
2018-12-03,Puerto Moll Trans. Ponent,34.9,39.44828298111987,-0.3166692528976624
2018-12-02,Puerto Moll Trans. Ponent,19.3,39.44828298111987,-0.3166692528976624
2022-12-31,Puerto Valencia,23.0,39.450454,-0.328992
2022-12-30,Puerto Valencia,16.0,39.450454,-0.328992
2022-12-29,Puerto Valencia,17.0,39.450454,-0.328992
2022-12-28,Puerto Valencia,28.0,39.450454,-0.328992
2022-12-27,Puerto Valencia,25.0,39.450454,-0.328992
2022-12-26,Puerto Valencia,30.0,39.450454,-0.328992
2022-12-25,Puerto Valencia,11.0,39.450454,-0.328992
2022-12-24,Puerto Valencia,11.0,39.450454,-0.328992
2022-12-23,Puerto Valencia,6.0,39.450454,-0.328992
2022-12-22,Puerto Valencia,8.0,39.450454,-0.328992
2022-12-21,Puerto Valencia,11.0,39.450454,-0.328992
2022-12-20,Puerto Valencia,28.0,39.450454,-0.328992
2022-12-19,Puerto Valencia,20.0,39.450454,-0.328992
2022-12-18,Puerto Valencia,14.0,39.450454,-0.328992
2022-12-17,Puerto Valencia,16.0,39.450454,-0.328992
2022-12-16,Puerto Valencia,9.0,39.450454,-0.328992
2022-12-15,Puerto Valencia,7.0,39.450454,-0.328992
2022-12-14,Puerto Valencia,13.0,39.450454,-0.328992
2022-12-13,Puerto Valencia,7.0,39.450454,-0.328992
2022-12-12,Puerto Valencia,19.0,39.450454,-0.328992
2022-12-11,Puerto Valencia,7.0,39.450454,-0.328992
2022-12-10,Puerto Valencia,4.0,39.450454,-0.328992
2022-12-09,Puerto Valencia,11.0,39.450454,-0.328992
2022-12-08,Puerto Valencia,32.0,39.450454,-0.328992
2022-12-07,Puerto Valencia,30.0,39.450454,-0.328992
2022-12-06,Puerto Valencia,23.0,39.450454,-0.328992
2022-12-05,Puerto Valencia,18.0,39.450454,-0.328992
2022-12-04,Puerto Valencia,15.0,39.450454,-0.328992
2022-12-03,Puerto Valencia,12.0,39.450454,-0.328992
2022-12-02,Puerto Valencia,15.0,39.450454,-0.328992
2022-12-31,Puerto llic antic Turia,30.0,39.46923667711355,-0.3766073660744248
2022-12-30,Puerto llic antic Turia,25.0,39.46923667711355,-0.3766073660744248
2022-12-29,Puerto llic antic Turia,23.0,39.46923667711355,-0.3766073660744248
2022-12-28,Puerto llic antic Turia,39.0,39.46923667711355,-0.3766073660744248
2022-12-27,Puerto llic antic Turia,30.0,39.46923667711355,-0.3766073660744248
2022-12-26,Puerto llic antic Turia,37.0,39.46923667711355,-0.3766073660744248
2022-12-25,Puerto llic antic Turia,17.0,39.46923667711355,-0.3766073660744248
2022-12-24,Puerto llic antic Turia,16.0,39.46923667711355,-0.3766073660744248
2022-12-23,Puerto llic antic Turia,11.0,39.46923667711355,-0.3766073660744248
2022-12-22,Puerto llic antic Turia,17.0,39.46923667711355,-0.3766073660744248
2022-12-21,Puerto llic antic Turia,16.0,39.46923667711355,-0.3766073660744248
2022-12-20,Puerto llic antic Turia,34.0,39.46923667711355,-0.3766073660744248
2022-12-19,Puerto llic antic Turia,23.0,39.46923667711355,-0.3766073660744248
2022-12-18,Puerto llic antic Turia,18.0,39.46923667711355,-0.3766073660744248
2022-12-17,Puerto llic antic Turia,21.0,39.46923667711355,-0.3766073660744248
2022-12-16,Puerto llic antic Turia,15.0,39.46923667711355,-0.3766073660744248
2022-12-15,Puerto llic antic Turia,11.0,39.46923667711355,-0.3766073660744248
2022-12-14,Puerto llic antic Turia,17.0,39.46923667711355,-0.3766073660744248
2022-12-13,Puerto llic antic Turia,11.0,39.46923667711355,-0.3766073660744248
2022-12-12,Puerto llic antic Turia,25.0,39.46923667711355,-0.3766073660744248
2022-12-11,Puerto llic antic Turia,10.0,39.46923667711355,-0.3766073660744248
2022-12-10,Puerto llic antic Turia,11.0,39.46923667711355,-0.3766073660744248
2022-12-09,Puerto llic antic Turia,16.0,39.46923667711355,-0.3766073660744248
2022-12-08,Puerto llic antic Turia,37.0,39.46923667711355,-0.3766073660744248
2022-12-07,Puerto llic antic Turia,37.0,39.46923667711355,-0.3766073660744248
2022-12-06,Puerto llic antic Turia,32.0,39.46923667711355,-0.3766073660744248
2022-12-05,Puerto llic antic Turia,24.0,39.46923667711355,-0.3766073660744248
2022-12-04,Puerto llic antic Turia,20.0,39.46923667711355,-0.3766073660744248
2022-12-03,Puerto llic antic Turia,19.0,39.46923667711355,-0.3766073660744248
2022-12-02,Puerto llic antic Turia,16.0,39.46923667711355,-0.3766073660744248
2022-12-31,Valencia Centro,30.0,39.46971849964954,-0.4049846141625472
2022-12-30,Valencia Centro,28.0,39.46971849964954,-0.4049846141625472
2022-12-29,Valencia Centro,30.0,39.46971849964954,-0.4049846141625472
2022-12-28,Valencia Centro,47.0,39.46971849964954,-0.4049846141625472
2022-12-27,Valencia Centro,36.0,39.46971849964954,-0.4049846141625472
2022-12-26,Valencia Centro,49.0,39.46971849964954,-0.4049846141625472
2022-12-25,Valencia Centro,19.0,39.46971849964954,-0.4049846141625472
2022-12-24,Valencia Centro,21.0,39.46971849964954,-0.4049846141625472
2022-12-23,Valencia Centro,13.0,39.46971849964954,-0.4049846141625472
2022-12-22,Valencia Centro,17.0,39.46971849964954,-0.4049846141625472
2022-12-21,Valencia Centro,18.0,39.46971849964954,-0.4049846141625472
2022-12-20,Valencia Centro,42.0,39.46971849964954,-0.4049846141625472
2022-12-19,Valencia Centro,27.0,39.46971849964954,-0.4049846141625472
2022-12-18,Valencia Centro,19.0,39.46971849964954,-0.4049846141625472
2022-12-17,Valencia Centro,22.0,39.46971849964954,-0.4049846141625472
2022-12-16,Valencia Centro,16.0,39.46971849964954,-0.4049846141625472
2022-12-15,Valencia Centro,12.0,39.46971849964954,-0.4049846141625472
2022-12-14,Valencia Centro,22.0,39.46971849964954,-0.4049846141625472
2022-12-13,Valencia Centro,11.0,39.46971849964954,-0.4049846141625472
2022-12-12,Valencia Centro,30.0,39.46971849964954,-0.4049846141625472
2022-12-11,Valencia Centro,10.0,39.46971849964954,-0.4049846141625472
2022-12-10,Valencia Centro,9.0,39.46971849964954,-0.4049846141625472
2022-12-09,Valencia Centro,16.0,39.46971849964954,-0.4049846141625472
2022-12-08,Valencia Centro,39.0,39.46971849964954,-0.4049846141625472
2022-12-07,Valencia Centro,41.0,39.46971849964954,-0.4049846141625472
2022-12-06,Valencia Centro,32.0,39.46971849964954,-0.4049846141625472
2022-12-05,Valencia Centro,26.0,39.46971849964954,-0.4049846141625472
2022-12-04,Valencia Centro,20.0,39.46971849964954,-0.4049846141625472
2022-12-03,Valencia Centro,20.0,39.46971849964954,-0.4049846141625472
2022-12-02,Valencia Centro,16.0,39.46971849964954,-0.4049846141625472
2022-12-31,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-30,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-29,Valencia Olivereta,20.0,39.47998987699151,-0.3660813658046205
2022-12-28,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-27,Valencia Olivereta,22.0,39.47998987699151,-0.3660813658046205
2022-12-26,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-25,Valencia Olivereta,14.0,39.47998987699151,-0.3660813658046205
2022-12-24,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-23,Valencia Olivereta,14.0,39.47998987699151,-0.3660813658046205
2022-12-22,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-21,Valencia Olivereta,15.0,39.47998987699151,-0.3660813658046205
2022-12-20,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-19,Valencia Olivereta,19.0,39.47998987699151,-0.3660813658046205
2022-12-18,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-17,Valencia Olivereta,19.0,39.47998987699151,-0.3660813658046205
2022-12-16,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-15,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-14,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-13,Valencia Olivereta,12.0,39.47998987699151,-0.3660813658046205
2022-12-12,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-11,Valencia Olivereta,14.0,39.47998987699151,-0.3660813658046205
2022-12-10,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-09,Valencia Olivereta,21.0,39.47998987699151,-0.3660813658046205
2022-12-08,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-07,Valencia Olivereta,31.0,39.47998987699151,-0.3660813658046205
2022-12-06,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-05,Valencia Olivereta,20.0,39.47998987699151,-0.3660813658046205
2022-12-04,Valencia Olivereta,21.071860795947398,39.47998987699151,-0.3660813658046205
2022-12-03,Valencia Olivereta,18.0,39.47998987699151,-0.3660813658046205
2022-12-02,Valencia Olivereta,14.0,39.47998987699151,-0.3660813658046205
